chr1	243768844	243773459	Rank_63630	19	.	243768893	243771589	0	2	227,184	49,2561	2.04303	1.94571	0.49109	H3K9me3	E001	ES-I3 Cells
chr1	243769906	243772027	Rank_50203	20	.	243770904	243771954	0	2	120,305	998,1743	2.01164	2.04271	0.21358	H3K9me3	E002	ES-WA7 Cells
chr1	243769429	243772916	Rank_82686	17	.	243769596	243772853	0	4	100,153,102,100	167,615,1785,3324	2.00396	1.76434	0.33357	H3K9me3	E003	H1 Cells
chr1	243770191	243771509	Rank_93977	19	.	243770602	243770752	0	1	150	411	2.04315	1.97560	0.60267	H3K36me3	E005	H1 BMP4 Derived Trophoblast Cultured Cells
chr1	243770013	243771307	Rank_64023	30	.	243770058	243770726	0	2	240,268	45,445	2.66433	3.00420	1.45036	H3K36me3	E006	H1 Derived Mesenchymal Stem Cells
chr1	243766058	243773033	Rank_40425	26	.	243766747	243771187	0	7	199,165,205,233,132,268,146	689,1679,2332,2974,3374,4403,4983	2.61636	2.64370	0.97885	H3K79me1	E006	H1 Derived Mesenchymal Stem Cells
chr1	243770096	243771115	Rank_233246	17	.	243770123	243770223	0	1	100	27	2.02760	1.78967	0.41707	H2BK5ac	E007	H1 Derived Neuronal Progenitor Cultured Cells
chr1	243769084	243772988	Rank_62299	19	.	243772288	243772418	0	1	130	3204	2.08873	1.94723	0.38157	H3K36me3	E007	H1 Derived Neuronal Progenitor Cultured Cells
chr1	243770422	243771952	Rank_30183	24	.	243771463	243771573	0	1	110	1041	2.41247	2.42976	0.87231	H3K36me3	E008	H9 Cells
chr1	243768465	243778743	Rank_14551	28	.	243769014	243777860	0	12	223,523,133,207,226,352,169,124,370,124,124,133	549,2806,4199,6170,6539,6955,7450,7709,8024,8804,9099,9262	2.53338	2.81485	1.55665	H3K36me3	E009	H9 Derived Neuronal Progenitor Cultured Cells
chr1	243762277	243776962	Rank_15082	26	.	243764194	243771924	0	6	209,968,346,180,180,395	1917,2369,4194,7131,8435,9252	2.34522	2.69202	1.12294	H3K9me3	E009	H9 Derived Neuronal Progenitor Cultured Cells
chr1	243762581	243780205	Rank_18328	24	.	243765268	243777508	0	21	237,140,169,448,261,197,140,140,197,197,161,147,140,290,388,450,349,140,140,183,213	2687,3250,4072,6366,6874,7339,7716,7932,8179,8559,8799,9318,9792,10899,11425,12131,12822,13320,13504,14246,14714	2.34085	2.47053	1.20313	H3K36me3	E010	H9 Derived Neuron Cultured Cells
chr1	243768788	243774750	Rank_119137	17	.	243769492	243770287	0	2	123,114	704,1385	1.98124	1.77113	0.25200	H3K9me3	E010	H9 Derived Neuron Cultured Cells
chr1	243763835	243777640	Rank_11127	32	.	243764710	243776253	0	10	214,391,555,595,1695,653,217,402,424,241	875,1323,2686,6091,6739,8800,10249,10568,11539,12177	2.72865	3.29074	2.05783	H3K36me3	E013	hESC Derived CD56+ Mesoderm Cultured Cells
chr1	243768484	243772338	Rank_71418	21	.	243770496	243771593	0	2	306,174	2012,2935	2.12685	2.10756	0.80502	H3K9me3	E015	HUES6 Cells
chr1	243768456	243772935	Rank_64026	20	.	243770184	243771225	0	2	247,198	1728,2571	2.14625	2.04500	0.75039	H3K36me3	E017	IMR90 fetal lung fibroblasts Cell Line
chr1	243769059	243771914	Rank_79654	19	.	243769232	243769341	0	1	109	173	2.30666	1.98966	0.49930	H3K79me1	E017	IMR90 fetal lung fibroblasts Cell Line
chr1	243769732	243771489	Rank_93383	16	.	243770108	243770218	0	1	110	376	1.91167	1.62039	0.12113	H3K36me3	E021	iPS DF 6.9 Cells
chr1	243769442	243771189	Rank_85362	20	.	243770074	243770272	0	1	198	632	2.16029	2.03030	0.39846	H3K4me1	E021	iPS DF 6.9 Cells
chr1	243770007	243770385	Rank_169332	17	.	243770198	243770318	0	1	120	191	2.01554	1.79011	0.38263	H3K36me3	E022	iPS DF 19.11 Cells
chr1	243770014	243770727	Rank_89688	19	.	243770280	243770394	0	1	114	266	2.30723	1.90876	0.31226	H3K9me3	E022	iPS DF 19.11 Cells
chr1	243770425	243782850	Rank_19929	24	.	243771000	243778427	0	7	388,202,294,490,1318,303,365	575,1284,3122,3529,4318,6857,7637	2.30418	2.46934	1.16896	H3K36me3	E023	Mesenchymal Stem Cell Derived Adipocyte Cultured Cells
chr1	243770177	243770998	Rank_16603	29	.	243770509	243770652	0	1	143	332	2.66100	2.92665	1.20592	H3K27me3	E024	ES-UCSF4 Cells
chr1	243769487	243771989	Rank_60632	20	.	243771533	243771954	0	1	421	2046	2.14280	2.03291	0.73296	H3K36me3	E024	ES-UCSF4 Cells
chr1	243762626	243781363	Rank_16887	27	.	243764918	243778564	0	11	214,220,447,200,740,334,242,220,1159,194,530	2292,2676,6664,8304,8662,10867,11412,12022,12293,14125,15408	2.33401	2.76190	1.48534	H3K36me3	E025	Adipose Derived Mesenchymal Stem Cell Cultured Cells
chr1	243763786	243782866	Rank_15456	26	.	243764702	243782460	0	13	765,273,182,365,195,785,1506,180,529,215,456,209,211	916,5289,5694,6178,7118,7572,10431,12065,12751,13506,14244,16978,18463	2.37293	2.63316	1.30750	H3K36me3	E026	Bone Marrow Derived Cultured Mesenchymal Stem Cells
chr1	243762483	243776343	Rank_24778	23	.	243765177	243776247	0	12	424,283,144,140,264,140,141,183,249,140,412,207	2694,3912,6592,7409,8031,8627,9377,9810,11503,12599,12912,13557	2.31690	2.38350	1.14377	H3K36me3	E027	Breast Myoepithelial Primary Cells
chr1	243762807	243778579	Rank_12694	33	.	243763695	243778105	0	8	371,404,1972,434,663,480,374,816	888,1341,1942,6204,8375,10685,11252,14482	2.69799	3.34558	1.91969	H3K36me3	E028	Breast variant Human Mammary Epithelial Cells (vHMEC)
chr1	243766625	243773030	Rank_48760	37	.	243768326	243772972	0	5	257,456,338,339,200	1701,3304,3807,4419,6147	3.05849	3.75712	2.24000	H3K9me3	E029	Primary monocytes from?peripheral?blood
chr1	243767658	243773251	Rank_50397	20	.	243769285	243771851	0	4	221,258,190,352	1627,1920,2837,3841	2.13391	2.08019	0.73343	H3K9me3	E030	Primary neutrophils from?peripheral?blood
chr1	243764217	243778439	Rank_20871	21	.	243764634	243778231	0	13	233,264,154,186,163,544,371,195,150,253,150,164,173	417,1050,2616,5096,6024,6889,8809,10610,11231,11662,12551,13473,13841	2.20474	2.16591	0.91326	H3K36me3	E032	Primary B cells from peripheral blood
chr1	243765153	243772383	Rank_10636	18	.	243765210	243771920	0	3	227,381,450	57,4447,6317	2.23992	1.87924	0.34685	H3K36me3	E033	Primary T cells from cord blood
chr1	243763772	243780681	Rank_11113	28	.	243765291	243778590	0	19	164,609,215,427,160,270,195,296,300,204,888,229,203,160,729,434,215,171,188	1519,2400,3183,3864,4441,5184,5601,6031,6751,7095,7408,8468,9035,9789,10386,11631,12141,13602,14630	2.58365	2.80426	1.45912	H3K36me3	E034	Primary T cells from?peripheral?blood
chr1	243767575	243792733	Rank_19351	19	.	243771345	243792313	0	16	233,161,162,156,154,202,184,238,154,695,274,262,154,189,450,171	3770,4157,4742,8156,9658,14650,17494,17759,18546,18941,19790,20569,21243,21498,23839,24567	2.32448	1.98097	0.40586	H3K36me3	E035	Primary hematopoietic stem cells
chr1	243767527	243770544	Rank_26482	17	.	243769844	243770252	0	1	408	2317	2.17413	1.76299	0.17222	H3K9me3	E035	Primary hematopoietic stem cells
chr1	243769093	243771920	Rank_47184	18	.	243770261	243771289	0	2	134,246	1168,1950	2.28964	1.87906	0.62098	H3K36me3	E036	Primary hematopoietic stem cells short term culture
chr1	243769114	243771878	Rank_62710	21	.	243769468	243770009	0	2	187,151	354,744	2.20337	2.15262	0.61374	H3K9me3	E036	Primary hematopoietic stem cells short term culture
chr1	243769051	243772019	Rank_7332	26	.	243769544	243771748	0	2	239,321	493,2376	2.54098	2.60554	0.79902	H3K36me3	E037	Primary T helper memory cells from peripheral blood 2
chr1	243763463	243779303	Rank_17392	20	.	243765273	243775612	0	5	301,343,265,283,275	1810,3250,4281,7809,11874	1.97548	2.08268	0.65978	H3K36me3	E038	Primary T helper naive cells from peripheral blood
chr1	243760964	243779219	Rank_22529	22	.	243767781	243778668	0	7	237,713,252,1509,779,224,239	6817,8195,9190,9527,13414,14525,17465	2.12101	2.28116	0.97342	H3K36me3	E039	Primary T helper naive cells from?peripheral?blood
chr1	243765052	243771831	Rank_3531	28	.	243765171	243767839	0	3	323,251,263	119,1756,2524	2.32706	2.87028	1.06857	H3K9me3	E039	Primary T helper naive cells from?peripheral?blood
chr1	243763474	243777771	Rank_17886	21	.	243767973	243777704	0	7	214,214,291,457,219,327,454	4499,7691,8270,10007,10709,11168,13776	2.14309	2.18299	0.66684	H3K36me3	E040	Primary T helper memory cells from peripheral blood 1
chr1	243757396	243770336	Rank_13951	69	.	243758422	243763261	0	5	1402,645,526,1055,587	1026,2588,3604,4171,5278	3.42504	6.90701	5.33793	H3K27ac	E041	Primary T helper cells PMA-I stimulated
chr1	243761342	243778771	Rank_9181	30	.	243765336	243778648	0	14	268,918,541,242,401,563,258,495,584,740,308,284,402,256	3994,4623,6221,6980,7496,8111,9491,9835,12614,13243,15350,15992,16588,17050	2.44899	3.05211	1.69986	H3K36me3	E041	Primary T helper cells PMA-I stimulated
