chr7	54827317	54880657	chr7	55215870	55231752	SEC61G,ENSG00000132432	NA	hg19	IMR90	Hi-C	8.178e-18	2.14635e-16	107	24141950
chr7	54886409	54893984	chr7	55215870	55231752	NA	NA	hg19	IMR90	Hi-C	0.001463	0.0178104	16	24141950
chr7	54901626	54919255	chr7	55215870	55231752	NA	NA	hg19	IMR90	Hi-C	0.0001893	3.38619e-05	25	24141950
chr7	54937718	54959968	chr7	55215870	55231752	NA	NA	hg19	IMR90	Hi-C	0.0003887	0.00329886	27	24141950
chr7	54971007	54973675	chr7	55215870	55231752	NA	NA	hg19	IMR90	Hi-C	0.00898	0.00565185	11	24141950
chr7	54996663	55002051	chr7	55215870	55231752	NA	NA	hg19	IMR90	Hi-C	0.000462	9.6063e-05	21	24141950
chr7	55055953	55068156	chr7	55215870	55231752	NA	NA	hg19	IMR90	Hi-C	7.384e-05	0.000384621	42	24141950
chr7	55072895	55084492	chr7	55215870	55231752	NA	NA	hg19	IMR90	Hi-C	0.004195	0.0379701	24	24141950
chr7	55085856	55096247	chr7	55215870	55231752	EGFR,ENSG00000146648	NA	hg19	IMR90	Hi-C	8.684e-05	6.93597e-06	45	24141950
chr7	55106136	55118979	chr7	55215870	55231752	NA	NA	hg19	IMR90	Hi-C	0.0006485	0.000128412	36	24141950
chr7	55120285	55124851	chr7	55215870	55231752	NA	NA	hg19	IMR90	Hi-C	0.00571	0.0001152633	23	24141950
chr7	55132002	55134316	chr7	55215870	55231752	NA	NA	hg19	IMR90	Hi-C	9.763e-05	0.00394953	32	24141950
chr7	55137785	55149435	chr7	55215870	55231752	NA	NA	hg19	IMR90	Hi-C	0.0004126	1.4022e-09	48	24141950
chr7	55152293	55193938	chr7	55215870	55231752	EGFR,ENSG00000146648	NA	hg19	IMR90	Hi-C	9.018e-07	6.12663e-08	103	24141950
chr7	55160910	55217864	chr7	55132002	55134316	EGFR,ENSG00000146648	NA	hg19	IMR90	Hi-C	7.385e-19	0.000204795	197	24141950
chr7	55172700	55242186	chr7	54842922	54856396	EGFR,ENSG00000146648	NA	hg19	IMR90	Hi-C	5.1e-21	2.28534e-08	136	24141950
chr7	55195514	55215869	chr7	55215870	55231752	NA	NA	hg19	IMR90	Hi-C	5.234e-11	2.70108e-10	174	24141950
chr7	55206390	55217287	chr7	54999837	55002051	NA	NA	hg19	IMR90	Hi-C	5.496e-06	1.64328e-06	27	24141950
chr7	55206390	55231752	chr7	54856397	54869498	NA	NA	hg19	IMR90	Hi-C	5.456e-07	1.58424e-24	35	24141950
chr7	55206390	55242186	chr7	54901626	54914715	NA	NA	hg19	IMR90	Hi-C	6.433e-05	0.000946608	37	24141950
chr7	55209823	55217287	chr7	55091771	55094586	NA	NA	hg19	IMR90	Hi-C	0.0009563	0.0032841	20	24141950
chr7	55209823	55217287	chr7	55206390	55209822	NA	NA	hg19	IMR90	Hi-C	0.001111	0.01192731	40	24141950
chr7	55209823	55231752	chr7	55063465	55068156	NA	NA	hg19	IMR90	Hi-C	9.499e-07	4.02948e-13	49	24141950
chr7	55209823	55231752	chr7	55154608	55160909	NA	NA	hg19	IMR90	Hi-C	4.238e-06	0.000369369	54	24141950
chr7	55209823	55242186	chr7	54839477	54842921	NA	NA	hg19	IMR90	Hi-C	8.186e-08	0.00121401	35	24141950
chr7	55213106	55217287	chr7	55034088	55037693	NA	NA	hg19	IMR90	Hi-C	0.001759	1.30257e-07	19	24141950
chr7	55213106	55217287	chr7	55084493	55089761	NA	EGFR,ENSG00000146648	hg19	IMR90	Hi-C	0.001039	0.00385359	20	24141950
chr7	55213106	55217287	chr7	55209823	55213105	NA	NA	hg19	IMR90	Hi-C	0.0001636	9.33201e-10	38	24141950
chr7	55213106	55217864	chr7	55193939	55198197	NA	NA	hg19	IMR90	Hi-C	0.0001115	5.23857e-06	43	24141950
chr7	55213106	55231752	chr7	54886409	54893284	NA	NA	hg19	IMR90	Hi-C	0.0009328	0.000578346	16	24141950
chr7	55213106	55231752	chr7	55137785	55143835	NA	NA	hg19	IMR90	Hi-C	0.000757	0.000518691	37	24141950
chr7	55213106	55231752	chr7	55152293	55154607	NA	NA	hg19	IMR90	Hi-C	0.0004209	0.000178473	28	24141950
chr7	55213106	55242186	chr7	54869499	54871742	NA	NA	hg19	IMR90	Hi-C	2.19e-07	0.00273552	36	24141950
chr7	55213106	55242186	chr7	54914716	54919255	NA	NA	hg19	IMR90	Hi-C	0.0003972	0.000286221	20	24141950
chr7	55215870	55217287	chr7	54970080	54973675	NA	NA	hg19	IMR90	Hi-C	0.005438	0.000704913	11	24141950
chr7	55215870	55217287	chr7	55202854	55206389	NA	NA	hg19	IMR90	Hi-C	0.02121	0.0136653	13	24141950
chr7	55215870	55217287	chr7	55231753	55242186	NA	NA	hg19	IMR90	Hi-C	0.01069	0.0339111	13	24141950
chr7	55215870	55217864	chr7	55290842	55295371	NA	NA	hg19	IMR90	Hi-C	0.0002035	0.00175521	16	24141950
chr7	55215870	55217864	chr7	55316771	55320608	NA	NA	hg19	IMR90	Hi-C	0.0001516	0.000606144	18	24141950
chr7	55215870	55231752	chr7	55213106	55215869	NA	NA	hg19	IMR90	Hi-C	4.886e-06	4.1574e-06	54	24141950
chr7	55215870	55231752	chr7	55298041	55316770	NA	NA	hg19	IMR90	Hi-C	0.0004828	0.00228903	23	24141950
chr7	55215870	55242186	chr7	55089762	55091770	NA	NA	hg19	IMR90	Hi-C	0.0005836	0.00737385	22	24141950
chr7	55215870	55265563	chr7	55118980	55122045	EGFR,ENSG00000146648	NA	hg19	IMR90	Hi-C	1.104e-05	0.000531606	61	24141950
chr7	55215870	55265940	chr7	55270759	55273698	EGFR,ENSG00000146648	NA	hg19	IMR90	Hi-C	1.386e-08	1.25952e-06	88	24141950
chr7	55231753	55265677	chr7	55215870	55231752	EGFR,ENSG00000146648	NA	hg19	IMR90	Hi-C	6.135e-05	0.000187452	86	24141950
chr7	55270759	55273698	chr7	55215870	55231752	NA	NA	hg19	IMR90	Hi-C	0.02333	0.0154119	16	24141950
chr7	55285353	55295371	chr7	55215870	55231752	NA	NA	hg19	IMR90	Hi-C	0.0001407	0.000305532	36	24141950
chr7	55298041	55327903	chr7	55215870	55231752	NA	NA	hg19	IMR90	Hi-C	4.061e-08	0.000451041	73	24141950
